epoch,g_loss,d_loss,l1_loss,perc_loss,val_ssim,val_psnr,val_lab_error,g_diff,param_changed_pct,lr,epoch_duration_s,l1,adv,perc,ssim_loss,chroma,feat,g_grad_norm,d_grad_norm,g_lr,d_lr,val_mae,val_rmse,val_sam,val_sat_ratio,val_hist_dist,duration_sec
172,96.42459818522136,0.3469610875303095,,,0.2410330049818454,11.49063329856489,30.09486670467441,,,,,0.3517260233561198,1.9682803327387028,4.497391050512141,0.7052074212016481,0.0294862124391577,8.476027549396862,313.4183185461796,1.7606655037764347,0.00010448,0.00010448,0.2237259572444681,0.2822755222214,0.2330568739988284,1.1123523918610043,0.1011679289200008,137.9798150062561
173,96.5185439601089,0.3483020974831147,,,0.2355950771097364,11.521666585400116,29.4882580634602,,,,,0.3515447549747698,1.9731211517796368,4.499072756911769,0.7058453437053795,0.0305127260021188,8.48979900822495,329.2057993108576,1.8265470497535936,0.0001031533333333,0.0001031533333333,0.2210128180807529,0.2802849901455074,0.221252244944013,0.8161830655689346,0.1009086196829375,139.04144310951233
174,95.48021711869671,0.3497016605102654,,,0.2333423768341874,11.37214247208068,30.968180928150367,,,,,0.3505222526463595,1.934898551305135,4.514969646569455,0.7033737590818694,0.0291597590866414,8.263042282335686,246.81479709509648,1.8797345107251948,0.0001018266666666,0.0001018266666666,0.2242812304523404,0.285190689164167,0.2354677057299534,1.0435523161009037,0.1182233071859988,139.13813161849976
175,95.86421790845466,0.3513212671785644,,,0.2255916398996747,11.34257127985608,29.971975912594928,,,,,0.3525669303807345,1.9349090626745515,4.524799517429236,0.7054627317370791,0.0297698917262481,8.313758205645012,282.14543119488343,2.15952911160209,0.0001005,0.0001005,0.2265776116088781,0.285555121951929,0.2171837113090067,0.77526046011035,0.0975661996051363,138.85073590278623
176,96.52570777661872,0.3481147141167612,,,0.2437576515048576,11.574340735067867,29.27596075175195,,,,,0.3522912706389571,1.9551817164276584,4.519945450985071,0.7037436214360324,0.0302885236387903,8.453772807843757,339.6032010165128,1.7213143740639545,9.917333333333331e-05,9.917333333333331e-05,0.2209783372932306,0.2798130239188338,0.2199423967460014,0.8854867060091243,0.0968501033535438,138.81837821006775
177,96.36355114561138,0.3480974746472908,,,0.2427201887082787,11.50183736279024,29.712139278816775,,,,,0.3501005678465872,1.9429513562809335,4.51643668088046,0.7026248090194933,0.0297050692253943,8.436538644270463,327.5685662471887,1.736693525314331,9.784666666666668e-05,9.784666666666668e-05,0.2230724992032823,0.2828983787717766,0.2275299863608856,0.9602565971832702,0.106190357586192,138.8569905757904
178,95.69745598995324,0.3516463364615584,,,0.2231544256210327,11.302953496325616,31.54231195076884,,,,,0.3489827248183164,1.9245914488127736,4.546773942311605,0.7030674237193484,0.0293731804711349,8.248242788603811,242.43287066835344,1.6927697882507786,9.652e-05,9.652e-05,0.2262203160610945,0.2872862243119565,0.2736320483118462,1.552233832508492,0.1360080847256509,139.01054453849792
179,95.1018495501894,0.3514131578532132,,,0.2314976027557969,11.348622455277257,30.28429657920113,,,,,0.3501077890396118,1.884172999497616,4.562464269002279,0.7060967803001403,0.0292406711953155,8.10059814453125,231.81780303030305,1.816200862870072,9.519333333333334e-05,9.519333333333334e-05,0.2246363522620174,0.2857240152092619,0.2298628008565423,0.9377413095708664,0.1070325251155337,202.75567436218265
180,95.27043396920868,0.3506399370504148,,,0.2311649718764108,11.354894286427418,31.53046367155107,,,,,0.3537104707775694,1.8986407771255032,4.572454591230913,0.7085404273235436,0.0302384363656694,8.10139271996238,303.1943060210257,1.939973498835708,9.386666666666668e-05,9.386666666666668e-05,0.2253514681448483,0.2861189472608726,0.2378291298723753,0.9783800147765176,0.1001322502148939,139.1282000541687
181,95.5943828235973,0.3492047467015006,,,0.2368413945816082,11.512990855637875,29.43973444293997,,,,,0.3519468217185049,1.9229230273853648,4.547737534840902,0.7065219015786142,0.0302462574658971,8.216302787896359,374.8994881369851,1.7874583927067844,9.254e-05,9.254e-05,0.2220192964516538,0.2809779933711004,0.2156457315776601,0.7382781175927743,0.0939396386983452,138.80090594291687
182,95.52814224705553,0.3493889375166459,,,0.2300065948976484,11.45031299271397,29.97253138792581,,,,,0.3500515538634676,1.9191464532505385,4.543339050177372,0.7053461089278712,0.0292552139610052,8.217969726793694,261.44404934969816,1.8436380238244028,9.121333333333334e-05,9.121333333333334e-05,0.2224951123392115,0.2824114021642248,0.2287613970940339,0.882455792173993,0.1011549461445661,138.75801420211792
183,95.48835638797644,0.3503786326357813,,,0.2208293030381868,11.300960604704958,29.98113828264801,,,,,0.3489347289909016,1.916212392575813,4.545775780533299,0.7055895176800815,0.0296251743015917,8.207568229328503,294.37475535074867,1.9668992548277884,8.988666666666667e-05,8.988666666666667e-05,0.2283635275989937,0.287935566968758,0.2180468677308972,0.8471532280884642,0.092423421738312,138.4688789844513
184,95.48719972552676,0.3499924874666965,,,0.2140542405277657,11.28481224528904,32.16034547177107,,,,,0.349297709717895,1.9095042553814972,4.550987706039891,0.7068569483179035,0.0290478388129761,8.196492192239472,241.3016222867099,1.7754304979786728,8.855999999999999e-05,8.855999999999999e-05,0.2254468895203574,0.2875531498946291,0.2595810911009431,1.106234853494101,0.1377191584248588,138.3266773223877
185,95.34301623720113,0.3519491067438414,,,0.2329457608681151,11.349321439945498,31.074195105270302,,,,,0.3491343052098245,1.9049673723452016,4.561397500471635,0.7075245597145774,0.0291306661611253,8.147369329857105,267.2360475482363,1.843556916713715,8.723333333333334e-05,8.723333333333334e-05,0.2249797362855027,0.2854069331504779,0.2628786604664179,1.2340649386357996,0.1104839830251768,138.34517812728882
186,95.56927439371744,0.3494412684079372,,,0.2296943131771833,11.387257197715718,30.306757751123865,,,,,0.3499575822642355,1.910648051175204,4.570958894671816,0.7081541679122231,0.0299266798252409,8.169767506917317,317.82874695748995,1.8531530466946688,8.590666666666667e-05,8.590666666666667e-05,0.2239123729354176,0.2848095231216047,0.2447446281683511,1.146442780947552,0.1195837679549746,138.3955180644989
187,95.45984843860973,0.3509730649716926,,,0.2321439122354518,11.58518389483404,29.206474357477116,,,,,0.3480758909023169,1.90351948521354,4.566149581562389,0.7066231182127288,0.0295534948056394,8.164370343179414,294.6218755086263,1.755503985376069,8.458e-05,8.458e-05,0.2187330406471337,0.2784354020763376,0.2292686754098817,0.9429254485242192,0.1130408111689143,138.31705451011658
188,95.08683420817056,0.3513392361727628,,,0.2350346982146108,11.505484426487758,31.46164296326025,,,,,0.3464160444158496,1.8913448947848697,4.555632735743667,0.705590709772977,0.0288864091151591,8.117854991103664,215.07045084635416,1.8051114076917825,8.325333333333333e-05,8.325333333333333e-05,0.2213811558052148,0.2808346948144156,0.2542304750427853,1.110263737220338,0.0955699518205012,138.460369348526
189,95.63086191813152,0.3498132849281484,,,0.2280102921597784,11.477233055583593,30.594127473884456,,,,,0.3489098539858153,1.8971241120136144,4.563647533185554,0.7061273928844567,0.0294816986855232,8.203712683012991,277.82259692567766,1.8254738601771268,8.192666666666666e-05,8.192666666666666e-05,0.2219310739186889,0.2816016973729906,0.246057117617996,1.2223482844549851,0.1077033432835307,138.04162645339966
190,95.35490546948982,0.3503674765427907,,,0.2143544964284204,11.274266546664958,30.689157976118548,,,,,0.3463199992974599,1.8966177398508248,4.562701124133485,0.7042180682673599,0.0294747485130122,8.157607393553763,297.2446402347449,1.6606234396948958,8.060000000000001e-05,8.060000000000001e-05,0.2278749326753882,0.2882101402602382,0.2331896054678123,0.9474730648142,0.1036920689975971,138.29575634002686
191,96.00858348499644,0.3498931484692024,,,0.2326602046716146,11.48865928863014,30.08110941455351,,,,,0.3477019561059547,1.909846451065757,4.566222153287946,0.7047755718231201,0.0302968650378964,8.275004875298702,330.6197868115974,1.835444891091549,7.927333333333333e-05,7.927333333333333e-05,0.2207202058930636,0.2808706893601231,0.232222838108766,0.868876037983921,0.1114977117995532,138.1929247379303
192,95.1037993922378,0.3513936328165459,,,0.2291839342543532,11.38267687579107,30.51088546241462,,,,,0.3457686454960794,1.8854193217826607,4.560894758051092,0.7030618335261489,0.0290812115551847,8.115654922254159,229.3380197236032,1.74773099639199,7.794666666666668e-05,7.794666666666668e-05,0.2253588461343136,0.285012269819249,0.2457747080639088,1.086860002752123,0.099037646775583,138.435884475708
193,95.01954026655716,0.350618853894147,,,0.2335219719556457,11.494641010987692,30.91402806116882,,,,,0.3449339926242828,1.8752734169815528,4.563241776553068,0.7018278905839631,0.0288136115579894,8.099148429523815,212.49481404622395,1.7834587881059358,7.662000000000001e-05,7.662000000000001e-05,0.221877172006575,0.2812444647597201,0.2376044837123188,1.0451140596879926,0.1066321445632468,138.41600918769836
194,95.4776992335464,0.3484025351928942,,,0.2322463692899523,11.53093638500022,29.246627828928347,,,,,0.3457003351413842,1.899886789466396,4.568089181726629,0.7031552755471432,0.0298778502891461,8.172876970695727,364.9419036402847,1.6393131573994957,7.529333333333333e-05,7.529333333333333e-05,0.2212623800645327,0.2802362735045022,0.2169818372866294,0.7277643800447773,0.0926349033884273,138.10623931884766
195,94.9386366410689,0.3510847243395719,,,0.2320909173794965,11.63494902882496,29.614129178350865,,,,,0.3448896935491851,1.8693002512960724,4.560461209037087,0.7019102475859902,0.0289273028459512,8.089684304324063,213.43381259802612,1.802335848230304,7.396666666666667e-05,7.396666666666667e-05,0.2177743225790268,0.2761799603201157,0.2257172996438415,0.8817868728877446,0.0912179233475104,138.22218108177185
196,95.20433442086885,0.3498949001232783,,,0.2328024386693645,11.493416940699742,29.31294659662513,,,,,0.3450791541374091,1.8645399671612364,4.573087981252959,0.7022751060399142,0.0299494643102992,8.117369807850231,325.60380887118254,1.7084935318339955,7.264e-05,7.264e-05,0.2214309733007207,0.2809120726318999,0.219611990468462,0.7753794805963612,0.1005442182583738,138.4055211544037
197,94.9180063421076,0.3517068987542933,,,0.228179779465638,11.444297897083134,29.53034608723731,,,,,0.3441325254512555,1.8646792166160813,4.565368909546823,0.7006072441736857,0.0291195052817012,8.07940755034938,256.1516919222745,1.6800016591043183,7.131333333333335e-05,7.131333333333335e-05,0.2216445840270825,0.2809582715593903,0.223003072445619,0.7847805898948754,0.0916678261226893,138.42213368415833
198,95.18989886659564,0.3484160949786504,,,0.218226973237938,11.318548000058648,30.478591599277944,,,,,0.3444857656955719,1.8697988004395456,4.563696841037634,0.7021332737171289,0.0291905783116817,8.133845392862955,271.8082050670277,1.7184138482267206,6.998666666666667e-05,6.998666666666667e-05,0.2269689633859602,0.2862843488181769,0.2292754261353828,0.9084401643476008,0.0901715188275058,138.3282766342163
199,95.34167998342804,0.3496337328896378,,,0.2245300308952118,11.287442724132005,30.282262983268865,,,,,0.3449844969041419,1.8726000287316065,4.573668384552002,0.7019857482476668,0.0297546080906282,8.142622629801432,298.43908867113515,1.5433565224661971,6.866e-05,6.866e-05,0.2278552721332571,0.2879796600874575,0.2273915270187335,0.8376010466554311,0.0941797631135421,138.4381730556488
200,96.744572726163,0.3446575025717417,,,0.2236042668699552,11.32992794527022,29.45885917194729,,,,,0.3499266050078652,1.916950728676536,4.585675996722597,0.706222002434008,0.0329660781856739,8.374910704294841,455.16359983502014,1.691611503832268,6.733333333333335e-05,6.733333333333335e-05,0.2288154766546281,0.2874770097892377,0.2097511536249235,0.6953847791229546,0.0891231812633837,138.44837498664856
201,94.80113363554985,0.3516334912993691,,,0.240724083764593,11.636422631460862,29.43177339351377,,,,,0.3421812402479576,1.8646323630304047,4.561586507161459,0.6997127153656699,0.0289289177480069,8.068480425169973,213.2206254901308,1.697869930122838,6.600666666666667e-05,6.600666666666667e-05,0.2183415766534858,0.2772980322384967,0.2269721577287386,0.8317123305198201,0.0910194535883667,138.50835514068604
202,95.09537385882751,0.3480504883058143,,,0.2267366960727968,11.48850399422246,29.57892111027041,,,,,0.3430666226329225,1.8588524717273132,4.568489250992283,0.7004901358575532,0.0291985087209578,8.112023001006156,242.12092100201232,1.6663336244496432,6.468e-05,6.468e-05,0.2222529323407391,0.2812573353671495,0.2216212244173667,0.823189590896308,0.0856730084956469,138.6071698665619
203,95.10581886985084,0.3497122697757952,,,0.2271554703153045,11.411816772801917,29.427345062767326,,,,,0.3424579934640364,1.8777044715303364,4.565587491700144,0.6994498935612765,0.0292400776662609,8.11838595939405,260.2518136689157,1.6612605904087876,6.335333333333334e-05,6.335333333333334e-05,0.2250654577542949,0.2844634508953414,0.2134960877329277,0.696349664773355,0.0896185282444376,138.9068741798401
204,96.17295661695076,0.3441807332363996,,,0.2227217604994107,11.480738719748386,28.90228066897259,,,,,0.3442965671871648,1.900530296383482,4.579737567901612,0.7017278342536002,0.0314048015935854,8.292127172874682,382.57337244207207,1.6506729624488137,6.202666666666666e-05,6.202666666666666e-05,0.2215558197245251,0.2806705689297042,0.2117545099398277,0.6823221248621382,0.1104748726057606,138.46656203269958
205,95.07597628506748,0.351659862019799,,,0.2357944869462338,11.533168217323343,29.81660540277065,,,,,0.341144934386918,1.8828087358763723,4.549473040031664,0.6987629074038881,0.0294292788726813,8.146862897005947,279.1279591878255,1.6943491187962618,6.070000000000001e-05,6.070000000000001e-05,0.2200193564985051,0.279678537858931,0.2415825365808423,1.1529953313273424,0.1100222093696589,138.59583115577698
206,95.73532252456202,0.3443326781193415,,,0.2423631558871136,11.617488413549667,29.407635928532265,,,,,0.3445083504373377,1.885773277282715,4.568291109258478,0.7024710629925583,0.0300462924395546,8.229821395874023,271.5796524510239,1.5638796930963343,5.9373333333333336e-05,5.9373333333333336e-05,0.2196557188833226,0.2770760056026821,0.2211320207938135,0.9016614952566904,0.0865723278019681,138.43576979637146
207,95.1954508001154,0.3495750187924414,,,0.2346835219660284,11.568773663909742,29.146811128328636,,,,,0.3418565531571706,1.8843262629075483,4.552706360094475,0.6984765446547306,0.0293146784445553,8.162896653377649,262.8366778287021,1.6852580868836604,5.804666666666666e-05,5.804666666666666e-05,0.2196758336195066,0.2786120439374913,0.2167372064217508,0.7450257616336119,0.0879172712592217,139.07503390312195
208,95.09436233982896,0.3469125637502381,,,0.2287321906516005,11.357758420805691,29.437605596787435,,,,,0.3409034660368255,1.8635284452727348,4.563637253732392,0.6982108365405689,0.0291920590129765,8.127197632645116,215.94009293064929,1.543661570187771,5.6720000000000006e-05,5.6720000000000006e-05,0.2248814771961233,0.2846537249048328,0.2141859216730021,0.7405371349617089,0.0912035067931678,138.5312225818634
209,95.05898941502429,0.347373775099263,,,0.2388796426730449,11.446877165213644,29.592602404802204,,,,,0.3412608628923242,1.8673101988705725,4.553603568221583,0.6987661856593508,0.0290100764708988,8.138236785657478,244.90360620672053,1.517019136024244,5.539333333333333e-05,5.539333333333333e-05,0.2215661030241897,0.2821146579428092,0.2233284832545499,0.8128363766483755,0.1039276520411173,138.64335417747498
210,95.66824031020656,0.344466520800735,,,0.2298099708290739,11.397924497806828,29.23436385426441,,,,,0.3428820463744076,1.887898022478277,4.560613493485884,0.7003301407351639,0.0300757597906119,8.236716883110278,308.3815889300722,1.5433415694670245,5.406666666666668e-05,5.406666666666668e-05,0.2239925967914432,0.2840161989521048,0.2121468809896341,0.683505451546035,0.096061640736444,151.97979068756104
211,94.89395354299836,0.3479861577351888,,,0.2375657215464714,11.479721644737202,29.66015445986273,,,,,0.3398649374643961,1.8772676951957472,4.550605450254498,0.6973031719525655,0.028577237914909,8.113662341146759,191.3601379856919,1.4974990660494023,5.274e-05,5.274e-05,0.2211359066670167,0.2813203258221375,0.2240913488678426,0.8265854626394517,0.1041468682332966,155.03751969337463
212,95.02779092499703,0.3469329666007649,,,0.2418860406848971,11.60466480787906,29.238362914357104,,,,,0.3398033077066595,1.8791185371803516,4.56047529740767,0.6975324193636576,0.0288463092775958,8.120106327172481,196.52079643480707,1.5227850914001464,5.141333333333333e-05,5.141333333333333e-05,0.2184604912496811,0.2775924019307397,0.2207117614299891,0.8245241875089081,0.093705754692439,172.73536586761475
213,95.43701772978812,0.3450206557909647,,,0.2309454313203609,11.388661219421046,29.521389167402045,,,,,0.3409649805589155,1.893265041438016,4.556505682974151,0.6985837784680453,0.0294847550265716,8.203431568723737,300.644345555161,1.5478464953827136,5.008666666666668e-05,5.008666666666668e-05,0.2233294175323827,0.2837973293645421,0.2182112176325068,0.7572724749256112,0.1035228744253266,139.70442461967468
214,95.51449760668206,0.3436530547611641,,,0.2227913877151532,11.44287599531632,31.263973225428405,,,,,0.3418757420597654,1.8894476890563965,4.557430992704449,0.6990634871251655,0.0294914247185894,8.215536357417252,263.9606951626864,1.619262448946635,4.876e-05,4.876e-05,0.2202752375735917,0.2797237075240918,0.2687058610290122,1.576191586489118,0.1245041465875822,139.43563866615295
215,95.34331896232835,0.346129417961294,,,0.2406052460883583,11.584288485223354,29.976942691057086,,,,,0.340091198682785,1.9018556891065652,4.555678104631829,0.6977007548014323,0.0289330068072586,8.187480042197487,221.87461612585815,1.5606950452833466,4.7433333333333325e-05,4.7433333333333325e-05,0.2185388017633107,0.2776781820052162,0.2341595679188574,0.90739899507448,0.098154948590743,139.32055616378784
216,95.23084309895832,0.3455915364352139,,,0.2333190834056066,11.433308308350972,29.907926047980453,,,,,0.3394884770566767,1.884556651837898,4.559362865216804,0.6969560247479063,0.0286209767402121,8.163150183359782,187.29411930893409,1.371016832192739,4.610666666666667e-05,4.610666666666667e-05,0.2241720001124802,0.2837445396284817,0.2267269037622313,0.8655367017458271,0.0944189052730521,139.5788369178772
217,95.8570908055161,0.3425373195698767,,,0.2358107357051785,11.560579800738967,29.22662967276973,,,,,0.3411626427462607,1.9031298355622728,4.564959358446526,0.697750507701527,0.0297860294128909,8.268883144494259,327.03507778283324,1.4061332337784045,4.478e-05,4.478e-05,0.220274009851104,0.2794778160542749,0.2207429595499731,0.7434084791710923,0.0997845761658315,143.5154242515564
218,95.43029822147254,0.3436389847235246,,,0.228407853475496,11.425587254529558,30.67637967796965,,,,,0.3390889380917404,1.8914327556436712,4.553444908604478,0.6967008818279613,0.0289159681535128,8.214438091624867,191.1778819228664,1.3723498237855507,4.345333333333334e-05,4.345333333333334e-05,0.2240054187827936,0.283301756368669,0.2387485358468647,0.984033877290161,0.09313302409438,150.3685019016266
219,95.89773434725674,0.3402097366072915,,,0.2309844850161888,11.43086551687571,31.9972959230732,,,,,0.3399750207409714,1.899209349083178,4.558808881586248,0.6978679472749884,0.0293126513786388,8.292544171304414,242.1144131747159,1.4634224983778867,4.212666666666666e-05,4.212666666666666e-05,0.2228148862636289,0.2829066311846898,0.2541692190330121,1.2584884892628845,0.097896213457682,149.51481366157532
220,96.92438747521602,0.3398153286088596,,,0.2394555467467068,11.518775556340564,29.14016146100433,,,,,0.3427315199013912,1.948579741969253,4.562667225346421,0.6992722348733382,0.0326752193272113,8.472021793596673,466.44838497277465,1.5359608512936216,4.079999999999999e-05,4.079999999999999e-05,0.2210731586264498,0.2802209094915976,0.2182842086813303,0.7256359154951639,0.090309766723013,148.63380932807922
221,95.69899865352748,0.3443463509733027,,,0.2353017410086519,11.465411521869,29.78321522973769,,,,,0.3388299954660011,1.9099545377673528,4.544019386985085,0.6956457358418089,0.0286734959392836,8.284994957663796,243.3406971324574,1.3422597960992293,3.947333333333334e-05,3.947333333333334e-05,0.2225433071898348,0.2823633155343253,0.2271560730214891,0.8176795490627182,0.1056414294980979,148.53709411621094
222,95.53052825927736,0.3443310582276546,,,0.2364763257889774,11.57834723275467,29.348718589910582,,,,,0.3380061834147482,1.89698279987682,4.559747331792658,0.6957498416756138,0.0287494580741181,8.22395246968125,168.89662212025036,1.282323352134589,3.8146666666666665e-05,3.8146666666666665e-05,0.219011862850722,0.2781318369524439,0.2264954063146474,0.8835639520730386,0.1048654602975818,148.36285877227783
223,95.60875683408796,0.3427843370220877,,,0.24102467897884,11.599018906747828,29.326014097842425,,,,,0.3377463223356189,1.903806759371902,4.5561450438065965,0.6961048097321482,0.0287323163878737,8.245609601338705,206.3183242335464,1.279964002695951,3.682000000000001e-05,3.682000000000001e-05,0.2186180319865988,0.2779684226606145,0.2215468180912167,0.8708437494725488,0.1020317457866069,148.32720398902893
224,95.7100096731475,0.3420896629492442,,,0.2259015381003225,11.395687316383064,30.07098337525096,,,,,0.3376488960150516,1.9026108171000624,4.551597759940408,0.6961984619949804,0.0286842101451122,8.275314247246945,218.54820038766573,1.3660717877474695,3.5493333333333335e-05,3.5493333333333335e-05,0.2238727748061025,0.2833198868362597,0.2324872792766081,0.9786626153818055,0.0954099039736184,148.51986479759216
225,95.89001187411222,0.3417384214473493,,,0.2336312782165058,11.573220109140406,29.0444756193534,,,,,0.3387619898174748,1.899088548891472,4.553352436874852,0.6974681287100821,0.0292655152917811,8.304781503388377,257.8291627363725,1.369617845434131,3.416666666666666e-05,3.416666666666666e-05,0.2198403910551657,0.2782819900432778,0.2154989436518546,0.7550505479620822,0.09090071852064,148.31915521621704
226,96.1507880933357,0.3394701622652285,,,0.2318057933999173,11.53605067929742,30.12382747074745,,,,,0.3393059320522077,1.905547040159052,4.558979060433128,0.6973945675474225,0.0298675183093909,8.343136654478132,319.0323020703865,1.33670545166189,3.2840000000000004e-05,3.2840000000000004e-05,0.220736254859903,0.2799399132169158,0.2318434523803561,0.8544040758516536,0.0975847684915283,148.38591980934143
227,95.46850761644768,0.3435523793552861,,,0.234147525699445,11.516333041910352,29.8049607516667,,,,,0.3367674291133881,1.8893627535213124,4.556812638947458,0.6957485870881515,0.0283996224064718,8.221560475320526,163.7421119921135,1.2657594373731902,3.151333333333333e-05,3.151333333333333e-05,0.2207475860691603,0.2800343526142269,0.2329891485541892,1.0421517567927612,0.1001382802632157,148.25914812088013
228,95.55848901922052,0.342778755679275,,,0.2305311910266982,11.45884252793296,29.56500450858857,,,,,0.3369561385024677,1.8916877970551,4.561101685148297,0.6959484270124724,0.0285665271069967,8.229869539087469,195.1303996230617,1.274951243761814,3.0186666666666657e-05,3.0186666666666657e-05,0.2231988500616404,0.2824793061730582,0.219457214271556,0.8005848463687151,0.0893570540032351,148.2762758731842
229,95.58057149251302,0.3424356845292178,,,0.2307563693829755,11.50524586938613,30.766398861421557,,,,,0.3369906958305474,1.8814789569739137,4.567206148667769,0.695565849723238,0.0289154050476623,8.22429278980602,213.01294421571677,1.2636549657041376,2.8860000000000005e-05,2.8860000000000005e-05,0.2206231495521588,0.2803601975547535,0.2393933768545449,1.051529133120063,0.1024158984679361,148.66907000541687
230,95.58954074744022,0.3427287291396748,,,0.2375885607809993,11.52155907060847,29.78775792681305,,,,,0.3366245966969114,1.888291629155477,4.5598237557844685,0.6953514836051248,0.0284640287698218,8.240616073030415,177.21610102798,1.2276038885116578,2.753333333333333e-05,2.753333333333333e-05,0.2200080592539057,0.2791877192491925,0.2317076921463012,0.9295913254082536,0.0932740380005907,148.78000903129578
231,95.80945970939868,0.3415122014103514,,,0.2371553771988639,11.49125760893582,29.767929769761068,,,,,0.3372001413143042,1.8817308295856825,4.57413319385413,0.6960650115302115,0.0292914905218463,8.255097487478546,256.36046322909266,1.25050440231959,2.620666666666668e-05,2.620666666666668e-05,0.2216759447278923,0.2813471395876155,0.2279496300320385,0.8154097062915397,0.099371903837837,148.31361055374146
232,95.57860343239524,0.3426101713469534,,,0.233407032556374,11.517347580893746,30.126175502159075,,,,,0.3367269972960154,1.8831166086774884,4.565941247073087,0.6952332409945401,0.0285853787917982,8.227093505859376,160.23933049982244,1.1858378366990523,2.488e-05,2.488e-05,0.2213637379294667,0.2801859172362855,0.2348417330054597,1.077937265348168,0.0964907923612737,148.2683491706848
233,95.79480983849729,0.3414951494245818,,,0.2315083955253302,11.453679473706464,29.494825927904863,,,,,0.3363925559954209,1.888007306330132,4.570130943529533,0.6958781188184565,0.0288061289963397,8.260912906762325,208.26276504054212,1.1931493818759915,2.3553333333333327e-05,2.3553333333333327e-05,0.2235155085611609,0.2825032169592447,0.2196998194109794,0.833006108273341,0.0898174483682856,148.1783947944641
234,96.14598088119968,0.338689329588052,,,0.227227010540456,11.35112617535298,31.697901997486305,,,,,0.3376346848227761,1.8897398854746963,4.574706646890351,0.696096618608995,0.0299240037685993,8.318499359940038,326.2530745997573,1.2361611825047116,2.2226666666666672e-05,2.2226666666666672e-05,0.2238899555952189,0.2843425227277106,0.2532335294192063,1.1981269607330831,0.1107751701193648,148.09315848350525
235,95.88880347049596,0.3405694286028544,,,0.2351176285876908,11.43326502538926,29.730319923528747,,,,,0.3370012335705035,1.8858349214900625,4.57204719023271,0.6959373958183057,0.0291416368814128,8.274902687650739,232.3185159856623,1.1582045311277562,2.09e-05,2.09e-05,0.2232678056429218,0.2825758636996733,0.2230496694588794,0.8384837837858573,0.092005150576488,148.19381880760193
236,95.71186343106356,0.3426625813498641,,,0.2346124928756799,11.498049901184425,29.745468693738545,,,,,0.336328143603874,1.8824887875354648,4.5758210528980605,0.6950776302453243,0.0287601548952586,8.234994740919634,175.294487138228,1.114727343934955,1.9573333333333345e-05,1.9573333333333345e-05,0.2212641858521786,0.2806641396197527,0.2280460164034166,0.8582978381790929,0.0988934227235934,148.190083026886
237,95.86201324462893,0.3414967466484416,,,0.2338555987986772,11.556024945648025,29.959224082904157,,,,,0.335682787136598,1.8823306770035717,4.573217631831314,0.694756978930849,0.0287171825766563,8.271891830906723,173.53279964562617,1.0970590434291143,1.824666666666667e-05,1.824666666666667e-05,0.220142928581664,0.2790902380170769,0.230690190329232,0.9779766425074146,0.0940330855312516,148.49939918518066
238,96.02632464784564,0.3401406264666355,,,0.2273511183994442,11.474504779836986,30.21478996063744,,,,,0.3365765425291928,1.8789963534384064,4.577278258583762,0.6957213979778868,0.0289736255438941,8.294445193897594,198.8331292817087,1.0833066261175908,1.6919999999999994e-05,1.6919999999999994e-05,0.2208186924124563,0.2807963993296277,0.2309744090008336,0.9183725937784716,0.1019632948676967,148.44880199432373
239,95.94072297992128,0.340997235883366,,,0.2318017299614805,11.513493798964516,29.293135840133584,,,,,0.335614229332317,1.8842798016288065,4.570952765146891,0.6953902862288736,0.0287052648649974,8.291282202980735,240.0913746689305,1.1248761317946694,1.559333333333334e-05,1.559333333333334e-05,0.2212892058175369,0.2804345292086042,0.2175384201317526,0.793376493720369,0.0903383122559366,148.34788250923157
240,95.99582043272076,0.3404652772527752,,,0.2363932026165157,11.53303591765505,29.444348095515583,,,,,0.3350477280038776,1.889030439203436,4.57109540014556,0.6955744429068131,0.0285555347348704,8.30207500746756,191.5834858287465,1.0696285005771753,1.4266666666666663e-05,1.4266666666666663e-05,0.2209189131273237,0.2800959195504641,0.2226703007960452,0.8204057965864683,0.0927924498277447,148.2990391254425
241,96.0670522516424,0.3403881605827447,,,0.2364294815329866,11.538462761394138,29.537018610778468,,,,,0.3354070609266107,1.8870230544697155,4.576206447138931,0.6950616204377377,0.0287982372962164,8.306197839794738,201.3471578424627,1.0337610958200512,1.2940000000000012e-05,1.2940000000000012e-05,0.2204421905165944,0.2796919179362291,0.2235855002310023,0.8178601148408219,0.0939128466116982,148.2615282535553
242,96.16962756532612,0.3376660731705752,,,0.2307758477813038,11.473221507152363,30.5531849887784,,,,,0.3359758023059729,1.8821948116475888,4.569348528890899,0.6950475457942847,0.0286996743218465,8.34031053311897,185.35053438128847,1.0423258169130845,1.1613333333333336e-05,1.1613333333333336e-05,0.2222210448547448,0.2817651013422279,0.2343095198023918,0.9758059039462212,0.0959470305709754,148.15777349472046
243,96.14154524369674,0.3407011033910693,,,0.2288857621853578,11.44240889735728,30.08501831779267,,,,,0.3348448366829843,1.8916078213489416,4.57100856665409,0.6942648786487001,0.0286586701305526,8.332552268288353,179.38706438469166,1.0243077198664348,1.028666666666666e-05,1.028666666666666e-05,0.2224659899759559,0.2824468033273792,0.2280483945121978,0.8835060193551986,0.097742659558353,148.4388325214386
